Region,Persons per Sq. Km
JOGOO,"8,167"
TOWNSHIP,"3,550"
TOWNSHIP,"3,550"
WAGBERI,918
WAGBERI,918
KHOROF HARAR,7
KHOROF HARAR,7
GURMAREY,2
KHOROF HARAR,21
QARSA,3
WAJIR BOR,4
ARBAQERAMSO,32
ARBAQERAMSO,25
LANBIB,56
ANDAKI EAST,1
ANDAKI EAST,1
KONTON,4
KONTON,4
RIBA,1
RIBA,1
WAJIR BOR,5
WAJIR BOR,5
WAJIR NORTH,15
BUTE,28
BUTE,90
BUTE,264
BUTEGODHA,25
DUGO,37
DUGO,37
GODOMA,96
GODOMA,96
GUMAR,44
GUMAR,44
HOTE,18
HOTE,18
OGORJI,6
ADADIJOLE,16
JARTI,40
OGORJI,3
WALENSTUTU,65
WALENSTUTU,65
WATITI,123
WATITI,123
GURAR,10
AJAWA,19
AJAWA,19
BOSICHA,8
BOSICHA,8
DANABA,30
DANABA,766
HADARAKA,10
GARKILO,16
BASAKOROW,9
GARKILO,22
GULANI,4
BOLOWLE,4
GULANI,3
GURAR,22
GURAR,22
QARARI,1
QARARI,1
QARSABULA,9
QARSABULA,9
QARSASARE,15
QARSASARE,3
SAKE GAMADA/GAGABA,21
QUADAMA,4
QUADAMA,4
WAJIR SOUTH,11
BURDER,9
ABAQDERE,28
ABAQDERE,28
BURDER,7
BURDER,7
GULLEDERE,2
RABABALE,6
WELGARAS,17
IBRAHIM JIBILIBEY,13
IBRAHIM JIBILIBEY,13
SHIMBIREY,12
SHIMBIREY,12
DIFF,14
ALIO ISMAIL,8
ALIO ISMAIL,8
AQTALAHEL,11
AQTALAHEL,11
BALDOS DUGOW,230
BALDOS DUGOW,404
BULA GUMAR,186
DIFF,14
DIFF,14
HAMBALASH,9
HAMBALASH,9
QARURAH,16
QARURAH,16
SALALMA,17
BALI YAREY,11
SALALMA,20
KULAALEY,12
BILBUR - BOR,9
LAMANDED,10
BILBUR-BOR,11
SUKELA,7
EL-ADOW,21
EL-ADOW,35
MEYGAG,15
EYRIB,16
EYRIB,16
HUBSOY,5
HUBSOY,6
NOLLEY,4
KHUMBI,37
KHUMBI,37
KULAALEY,26
KULAALEY,25
LEHELEY,26
KURSIN,12
KURSIN,33
QOQAR,9
MACHESA,8
MACHESA,8
WAJIR-BOR SOUTH,7
ARGANE,4
ARGANE,4
HANDAKI,7
HANDAKI,7
IBRAHIM URE,7
IBRAHIM URE,7
WAJIR-BOR SOUTH,15
WAJIR-BOR SOUTH,15
GERILLE,7
GERILLE,7
WAJIR WEST,13
ADEMASAJIDA,26
ADEMASAJIDA,847
ADEMASAJIDA,847
HADADO SOUTH,17
HADADO SOUTH,17
KANCHARA,15
GUTICHA,10
KANCHARA,18
L.M.D,5
L.M.D,46
REQNORTH,2
LAGDIMA,16
LAGDIMA,16
LOLKUTA SOUTH,10
LOLKUTA SOUTH/GESDOR,10
ARBAJAHAN,7
ADAN AWALE,4
ADAN AWALE,4
ARBAJAHAN,13
ARBAJAHAN,12
KARA,16
GARSE KOFTU,7
GARSE KOFTU,7
WELATHI,4
GRIFTU,19
DADACH ANO,60
DADACH ANO,60
BOA,26
BOA,26
GRIFTU,16
GRIFTU,1
GRIFTU TOWNSHIP,"3,915"
JAGHIR,183
KURMAN,76
KURMAN,76
MATHO,16
MATHO,16
TULATULA,21
ABAQ MATHOBE,3
MIRGO HARUN,8
TULATULA,43
FATUMA NUR,3
FATUMA NUR,3
HADADO,6
ATHIBOHOL,3
ATHIBOHOL,3
GOTHEY,2
GOTHEY,2
HADADO NORTH,9
HADADO NORTH,9
HADADO WABERI,6
HADADO WABERI,6
LAGBOGOL,26
KORICH,6
KORICH,6
LAGBOGOL NORTH,37
BUSBUS,51
LAGBOGOL NORTH,32
WAGALLA,17
BARMISH,5
BARMISH,5
BOJIHERI,10
BOJIHERI,10
GANYURE,27
BADADA,13
GANYURE,25
WECHIR,39
KALKACHA,40
KALKACHA,40
KUKALA,142
KUKALA,142
LAGBOR,5
LAGBOR,5
MAUMAU,48
MAUMAU,48
SHANTA-ABAQ,45
SHANTA-ABAQ,45
WAGALLA,39
WAGALLA,39
MANDERA,33
MANDERA WEST,24
DANDU,28
BURDURAS EAST,211
BURDURAS EAST,211
BURDURAS WEST,96
BURDURAS WEST,96
DANDU,31
DANDU,27
EL-DANABA,41
GITHER,21
GITHER,18
SAKE,34
KUBIHALO,14
KUBIHALO,14
TAKABA,22
DARWED,17
AWACHO SAMBUR,17
DIDKURO,21
DIDKURO,21
DUDUBLE,8
DUDUBLE,8
LAGSURE NORTH,11
LAGSURE NORTH,11
LAGSURE SOUTH,19
BULLAMPYA,19
SUKELA KULI,4
SUKELA KULI,4
TAKABA,55
ARDAHALO,94
KUBDISHAN,6
TAKABA,716
WANGAI DAHAN,17
QOQAYE,9
WANGAI DAHAN,31
BANISA,39
BANISA,45
BANISA,51
BANISA,132
GURDIS,9
CHIRACHA,32
CHIRACHA,32
DERKALE,30
BURASHUM,16
DERKALE,34
KUKUB,60
TARAMA,48
EYMOLE,72
AMEYI,26
EYMOLE,111
LULIS,56
AWAL YATTANI,33
LULIS,79
KILIWEHIRI,63
KILIWEHIRI,72
BIRKAN,50
KILIWEHIRI,92
UMUR,64
FUNAN TESO,56
GOLJO,58
FUNAN TESO,55
KHOT KHOT,54
MALKAMARI,25
ARDA GARBICHA,23
ARDA GARBICHA,35
NITIYAYA,18
GUBA,26
CHOROKO,34
GUBA,26
TARBEY,29
JURUQO,8
HULLOW,32
HULLOW,32
MALKA RUQA,25
MALKA RUQA,25
MALKAMARI,21
DOMAL,93
MALKAMARI,18
KOTULO,29
BOREHOLE II,56
BOREHOLE II,67
BOREHOLE II,67
DABACITY,65
DABACITY,65
DIMU,18
DIMU,18
ELRAM,21
ELRAM,18
ABEY UMUR,5
ELRAM,44
GARSESALA,23
GARSESALA,23
KUTAYU,12
KUTAYU,12
KUTAYU,12
NYATALIO,13
KOTULO,41
BOJIGARSE,31
BOJIGARSE,31
HARWALE,20
HARWALE,20
KOTULO TOWN,487
KOTULO TOWN,487
LEHELE,14
LEHELE,14
MALBE,8
MALBE,8
LAFEY,22
LAFEY,27
ALUNGU,14
ALANGO GOF,14
BULLA ALUNGU,64
BULLA ALUNGU,64
DAMASA,72
DAMASA,72
FINO,15
FINO,12
HARERITUR,30
KABO,11
KABO,11
KAMORA LIBAN,56
KAMORA LIBAN,56
LAFEY CENTRAL,67
LAFEY CENTRAL,67
LAFEY SOUTH,28
LAFEY SOUTH,28
SHEIKH BARROW,10
SHEIKH BARROW,10
SALA,10
JABI EAST,10
JABI EAST,10
SALA,10
SALA,10
WARANKARA,18
BAMBO,26
BAMBO,105
BARMILLA,14
GARI,39
GARI,39
WARANKARA,12
SAFO,9
WARANQARA,13
MANDERA CENTRAL,39
ELWAK,72
BULLA AFYA,653
BULLA AFYA,653
ELWAK SOUTH,224
ELWAK SOUTH,224
ELWAK TOWN,44
DAWDER,14
EL-ADI,68
ELWAK TOWN,53
UDOLE,25
UDOLE,25
WANTE,36
ELGOLICHA,35
WANTE,36
QALANQALESA,30
FINCHARO,25
DOLOLO,995
FINCHARO,20
QALANQALESA,40
QALANQALESA,40
QARSA DAMU,33
QARSA DAMU,33
SHIMBIR FATUMA,24
BURMAYO NORTH,6
BURMAYO NORTH,6
BURMAYO SOUTH,185
BURMAYO SOUTH,214
GARSEDAM,146
CHACHABOLE,15
CHACHABOLE,27
KOB-ADADI,8
SHIMBIR FATUMA,46
SHIMBIR FATUMA,46
WARGADUD,25
WARGADUD,31
BUQE,14
ELELE,21
IRESKINTO,34
WARGADUD,41
SUKELA TINFA,13
SUKELA TINFA,13
WARGADUD EAST,19
WARGADUD EAST,19
QURAHMAHDOW,15
QURAHMADOW,15
MANDERA EAST,64
ARABIA,10
ARABIA,9
ARABIA,9
OMAR JILLOW,17
OMAR JILLOW,17
LIBEHIYA,8
FAREY,12
FAREY,12
LIBEHIYA,10
LIBEHIYA,10
QURADER,9
ODHA,4
BAMBO,3
ODA,6
SEROHINDI,18
HARAR,5
SEROHINDI,35
HARERI,26
ARESA,42
ARESA,42
HARERI,25
HARERI,25
QUMBISO,16
QUMBISO,16
KHALALIO,35
BELLA,234
BELLA,421
MATASAFARA,154
BULLA HAJI,135
BULLA HAJI,135
BURABOR,59
BUR ABOR,244
SHARIF,26
FIKOW,32
FIKOW,32
GADUDIA,94
GADUDIA,94
GARBAQOLEY,12
GARBAQOLEY,12
GINGO,587
DARIKA,614
GINGO,502
MEYGAG,765
HARERI HOSLE,8
BIDHA,5
HARERI HOSLE,10
KAMOR ELE,7
KARO,9
KARO,5
SIDAHJIROT,19
KHALALIO,254
KHALALIO,206
LEMANDED,364
CENTRAL,"1,262"
BARWAQO,302
BAKOLOW,143
BARWAQO,"1,890"
BORDER POINT ONE,"1,022"
BORDER POINT ONE,"1,022"
BULLA JAMHURIA,"3,152"
BULLA JAMHURIA,"8,623"
BULLA NGUVU,"3,283"
BULLA POWER,"1,937"
BULLA MPYA,"3,471"
BULLA MPYA,"3,471"
CENTRAL,"5,295"
CENTRAL,"5,295"
KAMOR,"3,667"
KAMOR,"3,667"
NEBOI,654
NEBOI,654
SHAFSHAFEY,"1,403"
SHAFSHAFEY,"1,403"
TOWNSHIP,"5,529"
TOWNSHIP,"5,529"
MANDERA NORTH,28
ASHABITO,16
ASHABITO,25
ASHABITO,25
GOFA,5
GOFA,5
GUTICHA,12
GUTICHA,12
KUBI,18
KUBI,18
MAROTHILE,76
MAROTHILE,76
OGORWEIN,21
OGORWEIN,21
SHIRSHIR,13
SHIRSHIR,13
OLLA,12
BARWAQO,15
BARWAQO,15
LANQURA,9
LANQURA,9
OLLA,12
KOBANDAQA,29
OLLA,11
SARMAN,23
SARMAN,23
RHAMU,167
BULLA DODAY,50
BULLA DODAY,456
JABIBAR,25
GIRISSA,830
GIRISSA,830
RHAMU,247
RHAMU,247
SHANTOLEY,"1,473"
SHANTOLEY,"1,473"
RHAMU DIMTU,46
GARSE,36
GARSE,36
KALICHA,84
KALICHA,84
MADO,147
MADO,147
RHAMU DIMTU,34
HARARE,4
QORAHEY,56
RHAMU DIMTU,104
YABICHO,37
YABICHO,37
MARSABIT,6
LOIYANGALANI,3
KARGI,3
KARGI,3
KAMBINYE,2
KARGI,4
KURKUM,1
KURKUM,1
SOUTH HORR,4
ARGE,2
KURUNGU,3
SOUTH HORR,60
LOIYANGALANI,3
LOIYANGALANI,4
EL MOLO BAY,5
GAS,1
LOIYANGALANI,8
MOITE,4
MT. KULAL,2
ARAPAL,1
LARACHI,21
MT. KULAL,5
OLTUROT,2
MARSABIT CENTRAL,37
CENTRAL,32
DAKABARICHA,810
DAKABARICHA,"1,068"
MATA ARBA,445
HULAHULA,7
HULAHULA,10
OGICHO,5
JIRIME,11
JIRIME,8
MILIMA MITATU,14
KARARE,20
KARARE,17
KARARE SCHEME,30
MOUNTAIN,121
TOWNSHIP,48
WABERA,"6,726"
NAGAYO,"2,259"
MAJENGO,"1,774"
NYAYO ROAD,"8,636"
SONGA,15
KITURUNI,10
LEYAI,11
SONGA,33
DIRRI,64
QILTA KORMA,55
GAR QARSA,19
QILTA KORMA,467
SAGANTE,73
GORO-RUKESA,52
SAGANTE,448
GADAMOJI,40
DIRIB GOMBO,38
DIRIB,38
QACHACHA,38
JALDESA,45
BADASSA,62
JALDESA,33
MARSABIT NORTH,3
KALACHA,5
EL-GADE,3
EL-GADE,3
RAGE,4
KALACHA,8
ILLER,5
KALACHA,12
MAIKONA,5
FOROLE,7
FOROLE,7
HURRI HILLS,6
BURARAT,2
HURRI HILLS,7
MAIKONA,4
ARANO,1
MAIKONA,15
MEDATE KURO,4
TURBI,2
BUBISA,1
BUBISA,2
ORONDER,1
BURGABO,2
BURGABO,1
TIGO,2
SHURR,1
HAWAYE,2
SHURR,
TURBI,3
DEMO,1
TURBI,6
MARSABIT SOUTH,8
KORR,13
BALAH,29
BALAH,51
HAFARE,25
ILLAUT,6
ILLAUT,6
NGURUNIT,7
LONYORIPECHAU,6
MPAGAS,3
NGURUNIT,12
KORR,18
HALISURWA,155
KORR,150
OROTILKES,6
LAISAMIS,5
KOYA,1
KOYA,1
SAKARDALLA,1
LAISAMIS,29
LAISAMIS,85
NAIRIBI,12
SILAPANI,13
LONTOLIO,8
LONTOLIO,19
LOSIDAN,5
NDIKIR,8
MERILLE,19
IRIR,8
MERILLE,31
LOGOLOGO,6
KAMBOE,33
KAMBOE,33
LOGOLOGO,5
GUDAS/SORIADI,6
LBAROK,1
LOGOLOGO,64
LOKILELENGI,614
MOYALE,33
CENTRAL,43
BIASHARA/GURUMESA,"6,067"
GURUMESA,"6,067"
BORI,6
BORI,23
QATE/TALUROBA,3
BUTIYE,977
BUTIYE,"2,175"
GOROMUDA,611
HEILU,427
HEILU,"1,081"
MANSILE,122
KINISA,148
KINISA,148
LAMI,"9,690"
LAMI,"9,690"
MANYATTA,"1,882"
MANYATTA BURJI,"1,882"
SOMARE,59
SOMARE,100
TESO,30
TOWNSHIP,"5,770"
SESSI,"4,931"
TOWNSHIP,"7,819"
GOLBO,20
DABEL,7
DABEL,114
DIRDIMA,8
GOLLA,7
GUYO TIMO,2
MISA,3
GODOMA,47
GODOMA,74
GODOMA DIDIQO,31
NANA,71
NANA,59
YABALLO,95
ODDA,32
FUNANYATTA,16
ODDA,89
NORTH HORR,4
DUKANA,4
BALESA RIRIBA,6
BALESA,6
BALESA SARU,1
BALES-SARU,3
BULLUK,
SABARE,1
DUKANA,8
DUKANA,8
EL HADI,3
EL HADI,3
MARINE,2
ILERET,9
ILERET,9
ILERET,9
NORTH HORR,3
GALAS,3
CHARIGOLLO,2
GALAS,8
MALABOT,2
MALABOT,2
NORTH HORR,3
DARADE,
ELBESO,2
NORTH HORR,7
QORQA,4
SIBILOI NATIONAL PARK,
SIBILOI NATIONAL PARK,
SIBILOI NATIONAL PARK,
SOLOLO,7
OBBU,9
AMBALLO,1
AMBALLO,1
BODHODHA,2
ANONA,125
ANONA,125
DAMBALA FACHANA,8
DAMBALA FACHANA,23
GARBA,1
SOLOLO RAMATA,186
RAMATA,186
WAYE,56
MADO ADI,165
WAYE GODHA,28
SOLOLO-MAKUTANO,11
SOLOLO-MAKUTANO,11
URAN,6
GOLOLE,54
GOLOLE,49
KARBURURI,66
RAWANA,3
BANALE,6
RAWANA/TITO,2
URAN,64
LATAKA,35
URAN,178
WALDA,9
WALDA,9
ISIOLO,11
GARBATULLA,10
GARBATULLA,9
BOJI,8
BOJI,8
TANNA,15
ESKOT,3
ESKOT/SIKLEY,3
GAFARSA,5
BELGESH,1
GAFARSA,52
GARBATULLA,19
GARBATULLA SOUTH/KAMPI SAMAKI,15
GARBATULLA NORTH,212
KOMBOLA,25
KOMBOLA,25
MALKADAKA,10
KUROFTU MOLLU,5
MALKADAKA,15
MUCHURO,32
MUCHURO,32
KINNA,12
DUSE,5
BIBI,5
DUSE,4
KINNA NORTH,21
KINNA NORTH,942
KUBISERA,1
KINNA SOUTH,173
KINNA SOUTH,737
GUBADIDA,27
KULAMAWE,19
KULAMAWE,20
YAQBARSADI,11
MADOYAKA,5
GIRISA,3
MADOYAKA,6
RAPSU,3
KORBESA,1
RAPSU,19
SERICHO,10
BADANA,2
BADANA,7
HARR ADHI,1
IRESA BORU,12
FOROSA,56
IRESA BORU,16
MOGORE,3
KOMOR_BULLA,17
KOMOR_BULLA,3
MODOGASHE NORTH,90
MODOGASHE,15
BURQUQE/BARKUKE,9
MODOGASHE SOUTH,119
SERICHO,12
BILIKI,6
GUBATU,21
QONE,1
SERICHO,232
ELEDERA,17
ELEDERA/HUDUN,17
ISIOLO,45
CENTRAL,96
BURAT,53
BURAT,69
KILIMANI,352
LEPARUA,14
CENTRAL,"5,137"
BULLA PESA,"7,373"
CENTRAL,"4,215"
ODHA,"1,819"
KAMBI GARBA,"1,009"
KAMBI ODHA,"2,932"
WASO,"4,133"
MARIRE,"10,446"
WASO,"2,282"
WEST,11
LORUKO,11
WEST,11
EAST,"2,695"
EAST,"2,544"
KIWANJANI,"4,717"
MWANGAZA,"1,174"
WABERA,"4,923"
TULLU ROBA,"2,822"
ACACIA,"2,822"
NGAREMARA,8
ATTAN,6
ATTAN,6
GOTU,2
BOJI DERA,1
GOTU,255
NAKUPURAT,11
NAKUPURAT,11
NGAREMARA,33
MANYATTA NORTH,92
MANYATTA ZEBRA,21
NGAREMARA,266
OLDONYIRO,17
KIPSING,16
KIPSING,16
LENGURUMA,11
LENGURUMA,11
LONGOPITO,11
LONGOPITO,9
TUALE,16
OLDONYIRO,32
OLDONYIRO,37
RUMATE,25
MERTI,4
CHERAB,3
DADACHA BASA,2
ALANGO,
DADACHA BASA,6
KORBESA,25
BILIQI,12
KORBESA,50
SALETI,33
MALKA GALLA,2
DADACHA LAFE,
MALKA GALLA,3
MATA ARBA,20
BULTO BONSA,94
MATA ARBA,14
YAMICHA,3
DUMA,
URURA/LOLKUTA NORTH/JIRA/NOORGOS/BUKUMA,4
YAMICHA,3
KOM,6
BISAN BILIQO,3
BISAN BILIKO,46
BILIQO MARARA,1
KOM,24
BULESA,12
NYACHIS,40
BULESA,48
GODA,3
MERTI,4
MERTI NORTH,3
LAKOLE,
MERTI NORTH,49
MERTI SOUTH,67
GODARUPA,6
MERTI SOUTH,116
MERU,220
BUURI EAST,230
BUURI,182
KIIRUA,331
KIIRUA,761
MARIINYA,179
RUNYENYE,237
MUGAE,72
MUGAE,72
MUTUUMA,262
MUTUUMA,262
NCHOROIBORO,345
KABUTUKII,264
TIGIJI,442
NKANDO,102
KINYENJERE,143
NKANDO,75
RUIRI,556
KAMUTUNE,556
RWARERA,114
KIRWIRO,58
KITHWENE,145
KIBIRICHIA,278
KIAMIOGO,430
KIAMIOGO,232
MBURUGITI,"1,176"
KIBIRICHIA,295
GATHUINE,103
KIMBO,434
NTUGI,400
MBOROGA,258
MUJUJUNE,"1,792"
MURINYA,453
NTUMBURI,148
BARRIER,128
MARURUI,171
NTUMBURI,149
NAARI,271
KITHIMA,101
KARUKU,101
KITHIMA,102
KONGO-ACEKE,163
KONGO-ACEKE,457
NDUNYURUMA,51
MAITEI,410
MAITEI,390
NTHUNGURI,434
MURUGUMA,477
GITIMENE,511
MICHOGOMONE,437
NAARI,428
KIRONYA,447
RUNKURU,420
NKUNGA,237
MITOONE,435
NKUNGA,125
BUURI WEST,126
KISIMA,69
KIENI,133
MUGUMONE,133
KISIMA,66
BUURI,61
MUROONE,73
MARITATI,66
ETHI,108
MARITATI,50
NGARENDARE,26
MANYAGALO,9
NGARENDARE,89
NGUSISHI,161
MUTARAKWA,77
NGUSISHI,701
NTIRIMITI,107
MARANIA,114
MIENJERA,345
NTIRIMITI,80
SUBUIGA,87
MUTUNYI,59
SUBUIGA,136
ONTULILI,335
ANTU BA MWITU,233
ANTU BA MWITU,376
SIRIMON,176
KANGAITA,398
KANGAITA,432
NKANDO,355
KATHERI,530
LOWER KATHERI,685
UPPER KATHERI,396
TIMAU,617
KIAMBOGO,327
KIAMBOGO,295
RUGIRANDU,440
KITHITHINA,410
KITHITHINA,276
MUTETHIA,644
TOWNSHIP,"1,718"
TOWNSHIP,"1,718"
IGEMBE CENTRAL,367
AKIRANG'ONDU,278
KATHELWA,104
KIBULINE,26
LIMBUKU,"1,445"
MUTHATENE,"1,101"
MACHUNGULULU,"1,734"
GITUINE,"1,692"
KAAI,"1,732"
MUUNU,"1,808"
ATHIRU RUUJINE,567
ATHIRU RUUJINE,"1,545"
ATHIRU,"1,545"
KAWIRU,416
BAIBARIU,450
KAENE,869
MURERA,141
THITHA,"1,499"
THITHA,"1,499"
KANGETA,258
ANTUBEIGA,"1,550"
BURIERURI,"2,010"
RUNGU,"1,016"
KANGETA,721
KALIMBENE,282
KANGETA,"1,491"
MUKULULIU,870
LIBURU,703
NTURUBA,"1,096"
MURINGENE,"2,139"
KITHARE,"2,091"
THUURU,"2,184"
NJIA,95
ITUULU,"1,180"
KIOLO KIA MUUTI,24
NJIA CIA MWENDWA,430
NKINYANGA,161
LAIKUMUKUMU,63
LILIABA,258
KIENGU,743
KIENGU,"1,185"
A/NJOUNE,"1,561"
AMAKU,"1,469"
KALINGENE,849
MOIRI,860
ANDIALA,"1,280"
KAURINE,822
NTHARE,616
NGUYUYU,544
KANJOO,382
KITHEO,757
NTHAMBIRO,657
IGEMBE NORTH,152
LAARE,274
ANTUAMBUI,212
LUBUA,"1,356"
LUKUNUNU,"1,663"
NDUMURU,67
NKANDA,"1,750"
NTUNENE,622
KILERA,252
KIRINDARA,"1,029"
LAARE,"2,036"
MARIRI,845
MUTUATI,102
AMWATHI,55
AMWATHI I,707
KACHURU,4
KABACHI,122
AMWATHI II,174
KAMBOO,71
MBURANJIRU,163
MURWETI,858
NGINYO,10
NKAMATHI,"2,270"
NAATHU,89
BUATHINE,43
NAATHU,"1,167"
NKANDONE,370
KITHETU,161
NKANDONE,"1,157"
NDOLELI,217
A/KIONGO,"1,104"
KARICHU,"1,278"
KIANI,758
RUONGO,"1,708"
LUCIUTI,"1,287"
ANJALU,"1,211"
KIROMWATHI,"1,405"
MARERE,"1,430"
MIRIKI,"1,211"
NDOLELI,25
NDOLELI/MALAENE/KAMANI,25
IGEMBE SOUTH,633
AKACHIU,453
AKACHIU,544
AMWAMBA,880
AUKI,416
ATHI,716
KIRINDINE,987
NCEME,509
GIIKA,177
MAREGA,145
UGOTI,236
NDUGUTO,"1,113"
AMUNJU,987
TIIRA,"1,166"
ATHIRU GAITI,531
ATHIRU GAITI,"1,095"
ANJARU,"1,632"
ANTUBAKIRU,899
KINDANI,291
LAKATHI,256
THAICU,320
KIRIMAMPIO,713
BWETHAA,680
THURIA,763
KANUNI,405
KABULINE,895
AMUNG'ETI,780
ANTUANTHAMA,"1,652"
IKUU,402
KANUNI,"1,221"
ATHIMBA,"1,121"
KIUNYENE,"1,337"
KIGURU,222
ANTUAMBUI,903
KIANDA,156
NKIENE,477
MAUA,"1,432"
ANTUBOCHIU,"1,514"
ANCHENGE,"1,223"
BURIEMARIA,"1,826"
KATHIARI,732
ITUMI,"1,584"
KINYANKA,442
KIEGOI,706
MBOONE,668
NGUNDUNE,740
KITHETU,"1,868"
ANKURANI,"1,138"
KATHIMA,"1,664"
KITHAENE,"2,444"
LULUMA,"2,996"
GITERETU,"1,412"
MAKIRI,"4,610"
MAUA,"3,387"
AMWATHI,"2,582"
GITUURA,"1,422"
KAIBU,"6,058"
IMENTI NORTH,767
GIAKI,215
CIOTHIRAI,274
CIOTHIRAI,274
GIAKI,223
KAMBEREU,244
MBEU,186
NTHAMIRI,235
KIBURINE,273
GACHUA,273
KIRIMA ITUNE,223
KANJAGI,208
KIRIMA ITUNE,233
MBIRIKENE,152
MBIRIKENE,152
KIAMWITARI,510
KAAGA,"1,450"
KONGOACHEKE,"1,450"
MULATHANKARI,"1,150"
MUKUA,"1,414"
NJOKA,912
NKABUNE,575
KANYUANGO,480
KATHITA,697
RWANYANGE,248
KAGIJU,272
NDIINE,218
THUURA,454
KIAMWITARI,508
RURIINE,384
KIATHANDI,706
CHUGU,931
CHUNG'ARI,863
KIRWIRO,"1,012"
KIRIMENE,835
KATHITHI,847
KIRIMENE,824
KITHOKA,649
KIRUAI,474
KITHOKA,"1,198"
THEMBA,381
NGIINE,673
GANKERE,571
KAMBITI,786
RUNOGONE,582
KANYIRA,871
KIANTHAE,376
MIRIGA MIERU WEST,"1,790"
IGOKI,"2,053"
GACHANKA,"2,861"
KABURINE,"1,157"
KIRINGA,"8,269"
LOWER IGOKI,"1,215"
MURINGO MBUGI,903
NG'ONYI,737
GITUGU,678
KIRIMA,402
NG'ONYI,940
NTAKIRA,"2,731"
KIRUGUA,"1,857"
MAGUNDU,"5,815"
NCHAURE,"1,589"
MUNICIPALITY,"3,287"
MUNICIPALITY,"3,326"
GAKOROMONE,"4,304"
KAAGA,"2,131"
KAAGA 1,"3,159"
MWITERIA,"3,331"
TOWNSHIP,"5,295"
NTIMA,"3,180"
KINORU,"4,091"
TUNTU,"2,658"
UPPER IGOKI,"2,948"
NTHIMBIRI,860
MPURI,889
KIAMIRIRU,"1,057"
MPURI,754
NTHIMBIRI,832
KAING'INYO,821
NTHIMBIRI,840
IMENTI SOUTH,494
ABOGETA EAST,436
IGOKI,674
GAATIA,671
MWICHIUNE,675
LOWER KITHANGARI,555
BARANGA,525
NTHARENE,567
KANYAKINE,588
KANYAKINE,588
KIRINGA,290
IGOKINE,422
KAIRAA,603
KITHATU,468
LOWER KIRINGA,119
KOTHINE,685
KIROGINE,973
KOOTHINE,940
RUKURA,472
NKACHIE,209
KITHAKANARO,219
MARAA,200
YURURU,770
KAMURINGI,672
NTAKIRENE,864
YURURU,734
ABOGETA WEST,460
ABOGETA,435
GATURI,526
GIUMPU,358
IGANDENE,380
CHURE,511
GIUTI,601
MACHIKINE,391
UPPER CHURE,541
KIUNGONE,414
BUBUI,357
LOWER KIUNGONE,427
UPPER KIUNGONE,473
UPPER KITHANGARI,460
IRIENE,526
KITHANGARI,451
NGONGO,431
IGOJI EAST,451
KIANJOGU,492
KIANJOGU,517
MITUNE,463
MIRURIRI,514
KATHIGU,475
MIRURIRI,559
MWERU,210
MWERU,371
MWOROGA,115
GIKUI,543
GIKUI,679
KINORU,"1,162"
NKUGWE,239
IGOJI,954
KUIRI,"1,121"
MUTONGA,793
KIATHATHI,553
KIATHATHI,576
RWARENE,497
NKUMBO,570
ITHITU,410
NKUMBO,769
IGOJI WEST,502
GAKIIRI,550
GAKIIRI,601
MUTUNGURU,479
KARIA,474
KARIA,504
MUCHOGOMO,433
KIAMWERI,403
KIAMWERI,422
KIROONE,383
KIANGUA,544
KIANGUA,617
NKUNJUMU,472
KINORO,566
KAURA,463
KINORO,672
MITUNGUU,355
KIRENDENE,285
KAURONE/MURINDA,254
RWOMPO,327
NDAMENE,615
KITHUNGURI,924
NKUMARI,452
NKUENE,875
KATHERA,585
KATHERA,583
MARIMBA,588
KIGANE,"1,106"
GAKURI,"1,341"
KIGANE,919
MIKUMBUNE,773
MIKUMBUNE,773
TAITA,"2,925"
TAITA,"2,925"
UKUU,752
BURIEKINGORI,830
KAUBAU,680
URUKU,597
BAITEGITU,657
URUKU,547
MERUCENTRAL,355
ABOTHUGUCHI CENTRAL,655
GATIMBI,416
BARAGU,547
MWITUMURA,293
RUIGA,446
KARIENE,"1,043"
GITAUGA,689
KARIENE,"1,429"
KIRIA,902
KARINDINE,745
KINUGU,898
KIRIA,"1,361"
KIRIRWA,628
KIRIGARA,945
KIRIGARA,846
RWANDERI,"1,038"
MARIENE,684
MARIENE,711
MUGAMBONE,626
NKUENE,405
NKUENE,390
NKUENE YA KIORO,424
NYWERI,698
NYWERI,711
RUGUTI,689
ABOTHUGUCHI EAST,293
GAITU EAST,272
MBAJONE,272
GAITU WEST,326
GAITU,279
NKUMBO,403
MWANGANTHIA,387
GATUUNE,725
IGANE,269
NDURUMA,231
KAONGO,322
NKANDONE,190
ABOTHUGUCHI WEST,624
KATHERI CENTRAL,696
KATHITA,568
MWIRANG'OMBE,796
NKIRIRI NORTH,646
NKIRIRI SOUTH,804
KATHERI EAST,582
KIATHUMBI SOUTH,581
KINJO NORTH,515
KINJO SOUTH,509
KIRIMA KIATHI,686
KATHERI WEST,552
KATHIRANGA CENTRAL,785
KATHIRANGA EAST,565
KATHIRANGA NORTH,447
KATHIRANGA WEST,539
KIBARANYAKI,702
GIKUNE,845
KAUGU,713
KIBARANYAKI,516
KITHIRUNE EAST,577
MBWINJERU,605
NKANDONE,544
KITHIRUNE WEST,574
KIARAGO,679
KIORU,532
MURUUGI,560
MARATHI,720
GAKURWENE,"1,548"
KARUGWA,477
MARATHI,465
NDURUMA,535
KAGUMA,392
NDURUMA,689
